post_id,user_id,text,label,post_length,avg_sentiment,num_likes,num_shares,num_reports,user_posts,user_friends,response_time,toxicity_score
p0500,u600,"You're annoying, everyone hates you.",bullying,5,-0.61,4,1,2,383,601,2.7,0.76
p0501,u601,Congrats on your success! Keep shining.,non-bullying,6,0.66,65,2,0,185,18,3.26,0.17
p0502,u602,"Just disappear, nobody will miss you.",bullying,6,-0.74,3,2,5,121,633,4.54,0.81
p0503,u603,You are really talented and hardworking.,non-bullying,6,0.81,70,17,0,380,263,2.29,0.17
p0504,u604,"You’re a joke, nobody cares about you.",bullying,7,-0.98,10,2,2,364,86,0.37,0.9
p0505,u605,"Great job on your project, well done!",non-bullying,7,0.97,58,17,0,186,420,2.76,0.16
p0506,u606,"You’re such a loser, nobody likes you.",bullying,7,-0.85,5,2,3,106,563,2.3,0.83
p0507,u607,Your positivity inspires everyone around you.,non-bullying,6,0.32,10,13,0,452,629,4.21,0.24
p0508,u608,Why are you always so dumb?,bullying,6,-0.58,10,1,3,402,817,2.75,0.77
p0509,u609,"Nice work team, proud of you!",non-bullying,6,0.42,62,8,0,301,511,1.04,0.27
p0510,u610,You're nothing but a failure.,bullying,5,-0.58,0,0,3,191,709,1.59,0.82
p0511,u611,"That was an amazing performance, bravo!",non-bullying,6,0.83,12,1,0,301,658,2.11,0.08
p0512,u612,"Pathetic, you should just quit.",bullying,5,-0.77,6,1,5,483,550,4.33,0.73
p0513,u613,"Nice work team, proud of you!",non-bullying,6,0.43,79,6,0,489,702,2.15,0.15
p0514,u614,"You’re such a loser, nobody likes you.",bullying,7,-0.98,8,0,3,92,707,2.79,0.7
p0515,u615,"That was an amazing performance, bravo!",non-bullying,6,0.33,87,15,0,96,225,0.58,0.29
p0516,u616,"Pathetic, you should just quit.",bullying,5,-0.87,5,2,3,185,532,2.65,0.84
p0517,u617,Congrats on your success! Keep shining.,non-bullying,6,0.86,52,14,0,189,857,1.75,0.09
p0518,u618,"You’re such a loser, nobody likes you.",bullying,7,-0.87,2,2,2,313,945,4.36,0.96
p0519,u619,"Keep going, you’re doing amazing!",non-bullying,5,0.75,61,9,0,232,577,2.0,0.2
p0520,u620,You're nothing but a failure.,bullying,5,-0.61,9,1,5,243,319,4.37,0.76
p0521,u621,"Great job on your project, well done!",non-bullying,7,0.66,97,18,0,79,161,1.18,0.24
p0522,u622,"Nobody respects you, just stop.",bullying,5,-0.93,9,2,3,183,408,2.07,0.9
p0523,u623,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.77,80,11,0,400,297,1.85,0.12
p0524,u624,You're ugly and worthless.,bullying,4,-0.79,1,0,5,474,461,0.32,0.85
p0525,u625,"Great job on your project, well done!",non-bullying,7,0.54,67,9,0,210,125,0.8,0.12
p0526,u626,"You’re such a loser, nobody likes you.",bullying,7,-0.97,6,2,5,253,346,3.17,0.96
p0527,u627,Congrats on your success! Keep shining.,non-bullying,6,0.93,52,1,0,252,60,0.83,0.23
p0528,u628,Nobody wants to be around you.,bullying,6,-0.87,4,0,2,86,73,3.77,0.74
p0529,u629,"Nice work team, proud of you!",non-bullying,6,0.63,21,18,0,486,621,2.81,0.25
p0530,u630,"Nobody respects you, just stop.",bullying,5,-0.83,10,0,4,266,38,3.98,0.76
p0531,u631,Thanks for helping me yesterday!,non-bullying,5,0.73,0,5,0,53,618,2.84,0.26
p0532,u632,"You’re a joke, nobody cares about you.",bullying,7,-0.59,10,2,4,254,955,4.18,0.81
p0533,u633,"Great job on your project, well done!",non-bullying,7,0.72,87,10,0,270,146,1.38,0.06
p0534,u634,"Just disappear, nobody will miss you.",bullying,6,-0.9,8,1,3,212,323,4.15,0.79
p0535,u635,"That was an amazing performance, bravo!",non-bullying,6,0.51,68,15,0,327,248,4.67,0.23
p0536,u636,"Just disappear, nobody will miss you.",bullying,6,-0.94,10,2,3,252,538,4.34,0.92
p0537,u637,You are really talented and hardworking.,non-bullying,6,0.56,20,9,0,318,361,4.75,0.13
p0538,u638,"You’re such a loser, nobody likes you.",bullying,7,-0.91,6,1,2,248,354,0.96,0.74
p0539,u639,You are really talented and hardworking.,non-bullying,6,0.87,26,20,0,337,536,3.0,0.28
p0540,u640,You're nothing but a failure.,bullying,5,-0.95,0,1,5,97,659,1.91,0.94
p0541,u641,Wishing you all the best in your exams.,non-bullying,8,0.76,58,13,0,406,548,2.41,0.04
p0542,u642,Why are you always so dumb?,bullying,6,-0.6,7,0,4,85,103,4.81,0.73
p0543,u643,Your positivity inspires everyone around you.,non-bullying,6,1.0,55,3,0,198,821,4.08,0.27
p0544,u644,Why are you always so dumb?,bullying,6,-0.61,3,2,4,384,209,1.2,0.79
p0545,u645,Your positivity inspires everyone around you.,non-bullying,6,0.59,57,1,0,183,258,1.86,0.03
p0546,u646,"You're annoying, everyone hates you.",bullying,5,-0.56,7,1,4,211,965,4.18,0.91
p0547,u647,Your positivity inspires everyone around you.,non-bullying,6,0.68,82,8,0,391,740,1.72,0.09
p0548,u648,You're nothing but a failure.,bullying,5,-0.93,1,2,1,74,539,0.33,0.76
p0549,u649,"That was an amazing performance, bravo!",non-bullying,6,0.94,68,17,0,286,521,3.88,0.18
p0550,u650,"Pathetic, you should just quit.",bullying,5,-0.64,1,2,1,477,254,2.46,0.88
p0551,u651,"Keep going, you’re doing amazing!",non-bullying,5,0.7,15,18,0,405,642,2.83,0.21
p0552,u652,You're nothing but a failure.,bullying,5,-0.73,4,2,3,104,329,3.96,0.97
p0553,u653,Thanks for helping me yesterday!,non-bullying,5,0.8,57,6,0,317,838,1.25,0.16
p0554,u654,"You're annoying, everyone hates you.",bullying,5,-0.55,7,1,2,453,640,4.22,0.9
p0555,u655,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.92,70,14,0,387,590,4.76,0.23
p0556,u656,"You're annoying, everyone hates you.",bullying,5,-0.91,4,2,4,113,286,1.44,0.73
p0557,u657,Thanks for helping me yesterday!,non-bullying,5,0.83,41,16,0,262,752,1.77,0.11
p0558,u658,You're nothing but a failure.,bullying,5,-0.96,6,1,5,189,682,3.63,0.71
p0559,u659,"That was an amazing performance, bravo!",non-bullying,6,0.98,55,13,0,292,129,2.55,0.06
p0560,u660,"You’re a joke, nobody cares about you.",bullying,7,-0.83,4,1,1,330,320,0.91,0.97
p0561,u661,"That was an amazing performance, bravo!",non-bullying,6,0.3,74,12,0,286,551,4.45,0.1
p0562,u662,"Pathetic, you should just quit.",bullying,5,-0.69,9,2,5,355,298,2.48,0.71
p0563,u663,"Great job on your project, well done!",non-bullying,7,0.45,39,18,0,445,741,1.54,0.08
p0564,u664,"You’re a joke, nobody cares about you.",bullying,7,-0.68,3,0,4,152,671,2.44,0.74
p0565,u665,"Keep going, you’re doing amazing!",non-bullying,5,0.8,93,13,0,383,521,4.08,0.07
p0566,u666,Nobody wants to be around you.,bullying,6,-0.98,5,1,5,173,247,3.25,0.91
p0567,u667,"Great job on your project, well done!",non-bullying,7,0.32,6,19,0,133,402,2.0,0.26
p0568,u668,"You’re such a loser, nobody likes you.",bullying,7,-0.69,2,0,4,192,134,4.67,0.96
p0569,u669,Your positivity inspires everyone around you.,non-bullying,6,0.8,52,6,0,435,40,1.45,0.14
p0570,u670,You're nothing but a failure.,bullying,5,-0.99,7,1,5,193,828,2.45,0.75
p0571,u671,Thanks for helping me yesterday!,non-bullying,5,0.65,56,16,0,113,121,1.16,0.23
p0572,u672,"Nobody respects you, just stop.",bullying,5,-0.69,10,1,3,278,332,2.65,0.8
p0573,u673,"That was an amazing performance, bravo!",non-bullying,6,0.3,91,14,0,136,272,4.92,0.19
p0574,u674,You're ugly and worthless.,bullying,4,-0.94,2,2,3,302,540,3.94,0.99
p0575,u675,"Keep going, you’re doing amazing!",non-bullying,5,0.96,21,3,0,400,605,4.87,0.01
p0576,u676,Why are you always so dumb?,bullying,6,-0.91,8,1,5,205,657,2.09,0.95
p0577,u677,"Great job on your project, well done!",non-bullying,7,0.7,94,0,0,157,719,0.48,0.03
p0578,u678,"Nobody respects you, just stop.",bullying,5,-0.83,5,2,4,376,553,0.83,0.82
p0579,u679,Thanks for helping me yesterday!,non-bullying,5,0.98,18,6,0,117,430,1.77,0.3
p0580,u680,"You're annoying, everyone hates you.",bullying,5,-0.6,8,0,3,66,298,0.81,0.89
p0581,u681,"That was an amazing performance, bravo!",non-bullying,6,0.79,94,16,0,133,270,2.04,0.1
p0582,u682,"Nobody respects you, just stop.",bullying,5,-0.63,8,1,4,377,124,4.0,0.93
p0583,u683,You are really talented and hardworking.,non-bullying,6,0.51,48,15,0,344,443,2.83,0.22
p0584,u684,Nobody wants to be around you.,bullying,6,-0.96,3,1,4,475,837,3.5,0.76
p0585,u685,"Keep going, you’re doing amazing!",non-bullying,5,0.66,92,7,0,400,867,4.45,0.2
p0586,u686,"Just disappear, nobody will miss you.",bullying,6,-0.76,7,2,4,404,557,3.96,0.86
p0587,u687,You are really talented and hardworking.,non-bullying,6,0.77,44,18,0,399,626,4.76,0.2
p0588,u688,"Pathetic, you should just quit.",bullying,5,-0.6,9,0,4,228,518,1.11,0.71
p0589,u689,Congrats on your success! Keep shining.,non-bullying,6,0.56,69,5,0,184,301,0.71,0.14
p0590,u690,Why are you always so dumb?,bullying,6,-0.94,6,0,4,130,487,3.5,0.79
p0591,u691,"That was an amazing performance, bravo!",non-bullying,6,0.91,97,1,0,494,544,3.53,0.1
p0592,u692,"You’re a joke, nobody cares about you.",bullying,7,-0.69,9,1,1,442,214,1.79,0.89
p0593,u693,Congrats on your success! Keep shining.,non-bullying,6,1.0,16,5,0,493,904,1.8,0.21
p0594,u694,"You’re such a loser, nobody likes you.",bullying,7,-0.63,0,2,1,98,586,3.99,0.7
p0595,u695,Wishing you all the best in your exams.,non-bullying,8,0.56,87,16,0,326,685,3.26,0.23
p0596,u696,Why are you always so dumb?,bullying,6,-0.63,9,1,1,388,678,3.92,0.81
p0597,u697,"That was an amazing performance, bravo!",non-bullying,6,0.48,46,15,0,436,691,1.92,0.2
p0598,u698,"You're annoying, everyone hates you.",bullying,5,-0.8,1,0,3,160,677,3.26,0.76
p0599,u699,"Nice work team, proud of you!",non-bullying,6,0.4,67,14,0,447,550,3.4,0.12
p0600,u700,Nobody wants to be around you.,bullying,6,-0.72,4,0,1,323,473,3.99,1.0
p0601,u701,Wishing you all the best in your exams.,non-bullying,8,0.53,35,13,0,328,26,2.16,0.19
p0602,u702,Why are you always so dumb?,bullying,6,-0.63,5,2,3,233,874,2.86,0.93
p0603,u703,Wishing you all the best in your exams.,non-bullying,8,0.53,77,13,0,146,88,0.56,0.09
p0604,u704,Why are you always so dumb?,bullying,6,-0.59,2,2,2,276,142,2.96,0.94
p0605,u705,"Nice work team, proud of you!",non-bullying,6,0.49,47,1,0,76,340,1.41,0.07
p0606,u706,"You’re such a loser, nobody likes you.",bullying,7,-0.6,7,1,4,378,30,1.82,0.93
p0607,u707,Congrats on your success! Keep shining.,non-bullying,6,0.75,25,17,0,233,62,1.46,0.06
p0608,u708,Nobody wants to be around you.,bullying,6,-0.98,6,0,1,163,891,1.09,0.82
p0609,u709,Thanks for helping me yesterday!,non-bullying,5,0.32,35,0,0,201,210,2.01,0.29
p0610,u710,"Just disappear, nobody will miss you.",bullying,6,-0.93,10,1,2,354,848,3.38,0.75
p0611,u711,"Nice work team, proud of you!",non-bullying,6,0.68,58,2,0,483,419,4.93,0.1
p0612,u712,"You're annoying, everyone hates you.",bullying,5,-0.6,6,1,5,221,209,0.71,0.92
p0613,u713,Wishing you all the best in your exams.,non-bullying,8,0.59,80,12,0,303,460,0.21,0.2
p0614,u714,"You’re such a loser, nobody likes you.",bullying,7,-0.7,7,1,4,166,340,1.23,0.8
p0615,u715,You are really talented and hardworking.,non-bullying,6,0.78,20,2,0,89,698,3.34,0.17
p0616,u716,"You’re a joke, nobody cares about you.",bullying,7,-0.67,2,2,1,322,20,2.44,0.9
p0617,u717,"Great job on your project, well done!",non-bullying,7,0.43,52,2,0,210,372,2.26,0.07
p0618,u718,"You’re such a loser, nobody likes you.",bullying,7,-0.96,10,0,4,313,234,0.85,0.8
p0619,u719,You are really talented and hardworking.,non-bullying,6,0.85,55,4,0,478,845,1.65,0.15
p0620,u720,Why are you always so dumb?,bullying,6,-0.83,8,2,5,314,544,4.6,0.92
p0621,u721,Your positivity inspires everyone around you.,non-bullying,6,0.62,53,6,0,314,957,4.03,0.19
p0622,u722,"You're annoying, everyone hates you.",bullying,5,-0.99,6,0,5,99,279,0.15,0.87
p0623,u723,Wishing you all the best in your exams.,non-bullying,8,0.81,75,6,0,68,935,3.44,0.15
p0624,u724,"Pathetic, you should just quit.",bullying,5,-0.8,6,2,3,293,358,4.96,0.89
p0625,u725,"Great job on your project, well done!",non-bullying,7,1.0,60,6,0,199,109,4.49,0.03
p0626,u726,"Just disappear, nobody will miss you.",bullying,6,-0.75,4,1,5,175,577,3.04,0.99
p0627,u727,"That was an amazing performance, bravo!",non-bullying,6,0.95,21,18,0,223,135,0.63,0.21
p0628,u728,You're ugly and worthless.,bullying,4,-0.79,1,1,2,200,797,1.31,0.93
p0629,u729,"Keep going, you’re doing amazing!",non-bullying,5,0.75,42,18,0,269,114,3.26,0.06
p0630,u730,"Nobody respects you, just stop.",bullying,5,-0.69,10,2,1,231,205,0.36,0.8
p0631,u731,Congrats on your success! Keep shining.,non-bullying,6,0.47,95,5,0,60,750,2.48,0.03
p0632,u732,Nobody wants to be around you.,bullying,6,-0.65,7,0,1,288,202,0.45,0.97
p0633,u733,Thanks for helping me yesterday!,non-bullying,5,0.44,86,10,0,142,741,1.94,0.16
p0634,u734,"You’re such a loser, nobody likes you.",bullying,7,-0.68,10,1,5,222,673,3.03,0.72
p0635,u735,"That was an amazing performance, bravo!",non-bullying,6,0.47,99,20,0,468,717,0.31,0.11
p0636,u736,Why are you always so dumb?,bullying,6,-0.94,6,2,1,101,940,3.28,0.79
p0637,u737,Congrats on your success! Keep shining.,non-bullying,6,0.68,6,19,0,122,393,3.62,0.06
p0638,u738,"You’re a joke, nobody cares about you.",bullying,7,-0.61,7,0,3,236,672,1.88,0.92
p0639,u739,Your positivity inspires everyone around you.,non-bullying,6,0.56,74,6,0,148,662,3.46,0.12
p0640,u740,"You're annoying, everyone hates you.",bullying,5,-0.74,10,0,3,246,431,3.32,0.7
p0641,u741,Wishing you all the best in your exams.,non-bullying,8,0.8,94,19,0,136,748,2.39,0.05
p0642,u742,Why are you always so dumb?,bullying,6,-0.55,1,0,5,270,402,1.34,0.9
p0643,u743,"Nice work team, proud of you!",non-bullying,6,0.56,30,19,0,371,217,2.98,0.21
p0644,u744,You're ugly and worthless.,bullying,4,-0.69,2,2,4,102,75,3.12,0.72
p0645,u745,You are really talented and hardworking.,non-bullying,6,0.38,10,4,0,407,14,0.96,0.06
p0646,u746,"Pathetic, you should just quit.",bullying,5,-0.83,3,1,3,83,982,0.87,0.77
p0647,u747,Wishing you all the best in your exams.,non-bullying,8,0.47,4,3,0,166,297,4.52,0.26
p0648,u748,You're nothing but a failure.,bullying,5,-0.58,9,2,4,152,728,4.43,0.85
p0649,u749,"Nice work team, proud of you!",non-bullying,6,0.86,82,2,0,166,554,2.32,0.2
p0650,u750,"Just disappear, nobody will miss you.",bullying,6,-0.8,5,2,3,370,669,1.73,0.95
p0651,u751,Wishing you all the best in your exams.,non-bullying,8,0.4,55,17,0,494,660,0.54,0.18
p0652,u752,Why are you always so dumb?,bullying,6,-0.87,10,0,5,358,538,4.93,0.9
p0653,u753,Your positivity inspires everyone around you.,non-bullying,6,0.34,90,8,0,54,775,4.64,0.17
p0654,u754,"You're annoying, everyone hates you.",bullying,5,-0.84,4,1,3,64,912,2.64,0.86
p0655,u755,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.62,61,9,0,166,800,0.26,0.1
p0656,u756,"You're annoying, everyone hates you.",bullying,5,-0.9,5,0,1,329,423,2.26,0.91
p0657,u757,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.75,30,9,0,477,244,0.81,0.15
p0658,u758,"You're annoying, everyone hates you.",bullying,5,-0.69,0,0,1,196,265,0.39,0.72
p0659,u759,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.96,18,0,0,498,795,2.05,0.04
p0660,u760,Nobody wants to be around you.,bullying,6,-0.53,1,0,1,355,781,2.35,0.89
p0661,u761,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.3,7,7,0,428,798,0.6,0.04
p0662,u762,"Just disappear, nobody will miss you.",bullying,6,-0.62,10,1,1,241,538,3.49,0.81
p0663,u763,"Keep going, you’re doing amazing!",non-bullying,5,0.76,55,17,0,342,321,4.86,0.09
p0664,u764,Nobody wants to be around you.,bullying,6,-0.7,1,1,4,440,870,4.33,0.97
p0665,u765,Thanks for helping me yesterday!,non-bullying,5,0.95,98,15,0,231,45,3.97,0.12
p0666,u766,"You’re a joke, nobody cares about you.",bullying,7,-0.65,5,2,5,241,14,3.18,0.7
p0667,u767,Thanks for helping me yesterday!,non-bullying,5,0.97,19,19,0,473,917,3.98,0.26
p0668,u768,"You're annoying, everyone hates you.",bullying,5,-0.98,3,0,2,290,173,2.52,0.93
p0669,u769,"Nice work team, proud of you!",non-bullying,6,0.81,68,5,0,387,128,0.87,0.07
p0670,u770,You're ugly and worthless.,bullying,4,-0.89,0,0,2,158,43,2.54,0.94
p0671,u771,Your positivity inspires everyone around you.,non-bullying,6,0.73,83,4,0,379,746,2.5,0.16
p0672,u772,You're nothing but a failure.,bullying,5,-0.8,6,2,3,228,628,2.0,0.77
p0673,u773,"Keep going, you’re doing amazing!",non-bullying,5,0.84,97,8,0,495,666,2.37,0.09
p0674,u774,"Pathetic, you should just quit.",bullying,5,-0.96,7,0,1,71,578,0.19,0.75
p0675,u775,Thanks for helping me yesterday!,non-bullying,5,0.66,71,1,0,232,545,2.65,0.22
p0676,u776,Why are you always so dumb?,bullying,6,-0.98,0,1,3,171,868,0.76,0.7
p0677,u777,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.8,85,17,0,361,448,0.95,0.12
p0678,u778,Why are you always so dumb?,bullying,6,-0.77,3,1,5,266,714,4.57,0.89
p0679,u779,You are really talented and hardworking.,non-bullying,6,0.97,53,3,0,163,381,4.07,0.29
p0680,u780,Why are you always so dumb?,bullying,6,-0.88,10,0,2,231,743,0.8,0.99
p0681,u781,Your positivity inspires everyone around you.,non-bullying,6,0.78,71,18,0,256,838,0.51,0.1
p0682,u782,"Nobody respects you, just stop.",bullying,5,-0.9,5,1,4,220,622,2.33,0.73
p0683,u783,"Nice work team, proud of you!",non-bullying,6,0.81,53,14,0,389,553,0.6,0.06
p0684,u784,Why are you always so dumb?,bullying,6,-0.82,8,0,3,425,256,3.05,0.78
p0685,u785,Your positivity inspires everyone around you.,non-bullying,6,1.0,63,20,0,345,604,2.73,0.26
p0686,u786,Nobody wants to be around you.,bullying,6,-0.99,9,2,4,159,11,4.43,0.97
p0687,u787,"Keep going, you’re doing amazing!",non-bullying,5,0.85,1,1,0,224,11,0.58,0.11
p0688,u788,"You’re a joke, nobody cares about you.",bullying,7,-0.7,0,0,1,122,899,4.03,0.87
p0689,u789,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.34,3,10,0,303,315,0.17,0.09
p0690,u790,You're nothing but a failure.,bullying,5,-0.83,8,0,2,325,720,0.57,0.82
p0691,u791,"Nice work team, proud of you!",non-bullying,6,0.89,20,15,0,312,904,4.46,0.23
p0692,u792,"Just disappear, nobody will miss you.",bullying,6,-0.81,4,0,2,286,347,3.18,0.72
p0693,u793,"Nice work team, proud of you!",non-bullying,6,0.32,27,16,0,429,29,1.42,0.13
p0694,u794,"Just disappear, nobody will miss you.",bullying,6,-0.88,1,0,2,237,414,3.23,0.78
p0695,u795,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.63,9,1,0,254,374,0.16,0.18
p0696,u796,"Nobody respects you, just stop.",bullying,5,-0.64,1,2,1,283,674,0.69,0.99
p0697,u797,"Keep going, you’re doing amazing!",non-bullying,5,0.47,20,13,0,348,145,3.02,0.29
p0698,u798,"Nobody respects you, just stop.",bullying,5,-0.62,3,0,3,163,520,2.41,0.81
p0699,u799,Wishing you all the best in your exams.,non-bullying,8,0.84,7,17,0,373,28,3.96,0.23
p0700,u800,"You’re such a loser, nobody likes you.",bullying,7,-0.77,10,1,1,281,967,0.34,0.92
p0701,u801,"That was an amazing performance, bravo!",non-bullying,6,0.8,67,9,0,217,13,2.6,0.21
p0702,u802,"Nobody respects you, just stop.",bullying,5,-0.93,10,1,2,195,61,3.15,0.87
p0703,u803,Your positivity inspires everyone around you.,non-bullying,6,0.77,14,5,0,214,124,4.12,0.11
p0704,u804,You're ugly and worthless.,bullying,4,-0.66,9,1,2,439,308,2.01,0.83
p0705,u805,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.82,78,16,0,474,496,1.91,0.06
p0706,u806,You're ugly and worthless.,bullying,4,-0.62,2,1,2,77,397,4.4,0.98
p0707,u807,Your positivity inspires everyone around you.,non-bullying,6,0.36,91,7,0,404,949,3.56,0.22
p0708,u808,"You're annoying, everyone hates you.",bullying,5,-0.87,2,2,5,411,474,4.97,0.9
p0709,u809,Wishing you all the best in your exams.,non-bullying,8,0.81,27,18,0,118,972,4.6,0.16
p0710,u810,Why are you always so dumb?,bullying,6,-0.63,9,0,1,326,83,4.34,0.7
p0711,u811,Wishing you all the best in your exams.,non-bullying,8,0.32,18,17,0,407,279,0.12,0.12
p0712,u812,Why are you always so dumb?,bullying,6,-0.84,5,2,5,72,719,4.06,0.92
p0713,u813,Your positivity inspires everyone around you.,non-bullying,6,0.36,53,0,0,442,584,4.02,0.27
p0714,u814,You're ugly and worthless.,bullying,4,-0.74,2,0,1,456,367,0.9,0.9
p0715,u815,Wishing you all the best in your exams.,non-bullying,8,0.35,88,10,0,89,483,4.55,0.04
p0716,u816,You're ugly and worthless.,bullying,4,-0.71,2,2,2,344,889,1.19,0.77
p0717,u817,"Great job on your project, well done!",non-bullying,7,0.65,52,19,0,466,522,2.26,0.06
p0718,u818,"Pathetic, you should just quit.",bullying,5,-0.6,1,0,5,385,680,3.13,0.79
p0719,u819,"That was an amazing performance, bravo!",non-bullying,6,0.82,19,5,0,460,708,3.02,0.1
p0720,u820,Why are you always so dumb?,bullying,6,-0.56,4,0,5,140,590,0.41,0.97
p0721,u821,"Keep going, you’re doing amazing!",non-bullying,5,0.48,8,15,0,325,338,1.54,0.06
p0722,u822,You're ugly and worthless.,bullying,4,-0.58,7,1,5,124,100,0.61,0.74
p0723,u823,Your positivity inspires everyone around you.,non-bullying,6,0.32,87,10,0,177,359,3.78,0.17
p0724,u824,Why are you always so dumb?,bullying,6,-0.85,5,0,4,491,437,1.41,0.87
p0725,u825,"Great job on your project, well done!",non-bullying,7,0.82,42,16,0,244,743,2.32,0.25
p0726,u826,"Nobody respects you, just stop.",bullying,5,-0.99,2,1,5,197,715,2.45,0.87
p0727,u827,Congrats on your success! Keep shining.,non-bullying,6,0.42,20,8,0,159,459,3.92,0.25
p0728,u828,Nobody wants to be around you.,bullying,6,-0.91,4,0,1,342,224,3.06,0.85
p0729,u829,Thanks for helping me yesterday!,non-bullying,5,0.31,10,3,0,253,282,2.6,0.02
p0730,u830,"Pathetic, you should just quit.",bullying,5,-0.51,1,0,4,259,37,3.17,0.94
p0731,u831,"Keep going, you’re doing amazing!",non-bullying,5,0.84,89,8,0,57,967,3.7,0.07
p0732,u832,"You’re such a loser, nobody likes you.",bullying,7,-0.54,8,0,4,159,369,4.66,0.95
p0733,u833,Wishing you all the best in your exams.,non-bullying,8,0.46,15,13,0,123,969,4.71,0.02
p0734,u834,"Just disappear, nobody will miss you.",bullying,6,-0.89,4,1,4,316,278,0.19,0.83
p0735,u835,Congrats on your success! Keep shining.,non-bullying,6,0.4,8,18,0,114,434,2.79,0.17
p0736,u836,You're ugly and worthless.,bullying,4,-0.6,1,0,5,220,107,0.19,0.73
p0737,u837,"Nice work team, proud of you!",non-bullying,6,0.64,31,10,0,80,997,3.35,0.23
p0738,u838,Nobody wants to be around you.,bullying,6,-0.86,8,2,2,128,605,3.33,0.84
p0739,u839,Congrats on your success! Keep shining.,non-bullying,6,0.35,75,20,0,495,522,1.33,0.03
p0740,u840,"You're annoying, everyone hates you.",bullying,5,-0.81,6,1,3,224,103,2.87,0.78
p0741,u841,"Great job on your project, well done!",non-bullying,7,0.88,35,8,0,305,84,0.11,0.15
p0742,u842,You're ugly and worthless.,bullying,4,-0.77,4,0,5,236,513,1.77,0.97
p0743,u843,"That was an amazing performance, bravo!",non-bullying,6,0.63,53,20,0,274,864,3.02,0.28
p0744,u844,"You’re a joke, nobody cares about you.",bullying,7,-0.78,7,1,5,166,92,3.13,0.97
p0745,u845,"Keep going, you’re doing amazing!",non-bullying,5,0.35,7,14,0,396,865,1.87,0.24
p0746,u846,"Nobody respects you, just stop.",bullying,5,-0.79,2,0,2,481,664,0.3,0.98
p0747,u847,Thanks for helping me yesterday!,non-bullying,5,0.96,56,15,0,239,498,4.47,0.08
p0748,u848,"You're annoying, everyone hates you.",bullying,5,-0.92,7,0,2,155,694,0.91,0.96
p0749,u849,Thanks for helping me yesterday!,non-bullying,5,0.31,83,12,0,156,676,1.95,0.05
p0750,u850,"You’re a joke, nobody cares about you.",bullying,7,-0.63,10,0,4,383,765,1.32,0.98
