post_id,user_id,text,label,post_length,avg_sentiment,num_likes,num_shares,num_reports,user_posts,user_friends,response_time,toxicity_score
p0751,u851,Your positivity inspires everyone around you.,non-bullying,6,0.33,49,17,0,335,372,1.11,0.02
p0752,u852,"You’re a joke, nobody cares about you.",bullying,7,-0.87,7,1,2,304,713,3.47,0.99
p0753,u853,Thanks for helping me yesterday!,non-bullying,5,0.57,48,18,0,313,304,0.66,0.12
p0754,u854,You're nothing but a failure.,bullying,5,-0.57,10,2,3,488,712,0.88,0.86
p0755,u855,You are really talented and hardworking.,non-bullying,6,0.86,79,13,0,499,384,4.98,0.18
p0756,u856,You're nothing but a failure.,bullying,5,-0.7,9,0,1,245,138,4.68,0.88
p0757,u857,"That was an amazing performance, bravo!",non-bullying,6,0.97,45,9,0,142,894,1.58,0.23
p0758,u858,"You’re a joke, nobody cares about you.",bullying,7,-0.75,3,2,5,469,948,2.37,0.89
p0759,u859,"Keep going, you’re doing amazing!",non-bullying,5,0.55,55,5,0,347,265,4.46,0.1
p0760,u860,Why are you always so dumb?,bullying,6,-0.88,3,1,1,482,399,3.92,0.77
p0761,u861,Congrats on your success! Keep shining.,non-bullying,6,0.3,26,3,0,203,871,1.27,0.03
p0762,u862,You're nothing but a failure.,bullying,5,-0.61,10,1,4,116,466,3.77,0.95
p0763,u863,"That was an amazing performance, bravo!",non-bullying,6,0.76,73,13,0,78,70,1.34,0.23
p0764,u864,"You’re a joke, nobody cares about you.",bullying,7,-0.56,2,1,5,87,139,1.16,0.82
p0765,u865,"Great job on your project, well done!",non-bullying,7,0.59,18,18,0,418,747,2.49,0.09
p0766,u866,You're nothing but a failure.,bullying,5,-0.53,7,1,2,332,875,4.79,0.81
p0767,u867,Your positivity inspires everyone around you.,non-bullying,6,0.54,67,6,0,414,52,2.56,0.07
p0768,u868,"You’re a joke, nobody cares about you.",bullying,7,-0.62,6,1,1,381,328,1.28,0.93
p0769,u869,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.71,35,11,0,101,978,4.04,0.04
p0770,u870,Why are you always so dumb?,bullying,6,-0.52,5,1,3,58,918,1.17,0.86
p0771,u871,Your positivity inspires everyone around you.,non-bullying,6,0.57,26,5,0,444,444,4.32,0.06
p0772,u872,"Just disappear, nobody will miss you.",bullying,6,-0.77,6,1,2,429,155,0.76,0.91
p0773,u873,"Nice work team, proud of you!",non-bullying,6,0.97,100,16,0,151,713,4.68,0.12
p0774,u874,"You’re such a loser, nobody likes you.",bullying,7,-0.84,2,2,5,442,806,3.11,0.91
p0775,u875,Your positivity inspires everyone around you.,non-bullying,6,0.8,2,1,0,122,161,3.36,0.19
p0776,u876,"You're annoying, everyone hates you.",bullying,5,-0.77,0,1,1,198,808,1.97,0.83
p0777,u877,Thanks for helping me yesterday!,non-bullying,5,0.47,42,16,0,358,685,1.23,0.04
p0778,u878,Why are you always so dumb?,bullying,6,-0.55,10,2,2,330,304,0.62,0.87
p0779,u879,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.6,46,17,0,415,258,3.53,0.15
p0780,u880,You're ugly and worthless.,bullying,4,-0.58,3,1,4,105,169,4.16,0.72
p0781,u881,Congrats on your success! Keep shining.,non-bullying,6,0.83,11,8,0,235,227,3.94,0.22
p0782,u882,Nobody wants to be around you.,bullying,6,-0.52,6,2,2,50,887,1.08,0.99
p0783,u883,Your positivity inspires everyone around you.,non-bullying,6,0.31,79,3,0,84,376,4.0,0.12
p0784,u884,"Nobody respects you, just stop.",bullying,5,-0.88,8,1,5,258,811,1.37,0.72
p0785,u885,Your positivity inspires everyone around you.,non-bullying,6,0.61,88,13,0,88,179,4.48,0.23
p0786,u886,"Pathetic, you should just quit.",bullying,5,-0.83,5,1,1,381,569,4.45,0.85
p0787,u887,Your positivity inspires everyone around you.,non-bullying,6,0.86,69,3,0,249,843,0.47,0.26
p0788,u888,"You’re such a loser, nobody likes you.",bullying,7,-0.82,10,0,1,420,978,4.94,0.89
p0789,u889,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.77,11,0,0,401,189,4.07,0.08
p0790,u890,"Nobody respects you, just stop.",bullying,5,-0.67,6,0,2,474,196,0.61,0.82
p0791,u891,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.42,6,3,0,53,619,3.84,0.16
p0792,u892,"Just disappear, nobody will miss you.",bullying,6,-0.58,6,1,1,143,488,1.87,0.83
p0793,u893,Thanks for helping me yesterday!,non-bullying,5,0.32,48,1,0,341,356,1.67,0.1
p0794,u894,"You’re a joke, nobody cares about you.",bullying,7,-0.84,9,1,5,250,630,0.13,0.79
p0795,u895,"That was an amazing performance, bravo!",non-bullying,6,0.51,94,6,0,254,964,1.92,0.22
p0796,u896,"You're annoying, everyone hates you.",bullying,5,-0.54,6,1,5,65,641,1.58,0.74
p0797,u897,Wishing you all the best in your exams.,non-bullying,8,0.5,38,5,0,68,60,0.51,0.04
p0798,u898,"You're annoying, everyone hates you.",bullying,5,-0.8,4,1,4,79,148,3.18,0.8
p0799,u899,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.84,85,12,0,57,713,2.53,0.24
p0800,u900,Why are you always so dumb?,bullying,6,-0.85,3,0,2,468,314,3.69,0.81
p0801,u901,Congrats on your success! Keep shining.,non-bullying,6,0.67,35,4,0,500,152,3.72,0.18
p0802,u902,"Pathetic, you should just quit.",bullying,5,-0.54,6,1,4,189,410,2.61,0.79
p0803,u903,"Great job on your project, well done!",non-bullying,7,0.89,59,16,0,331,503,4.0,0.02
p0804,u904,"Just disappear, nobody will miss you.",bullying,6,-0.82,7,0,5,392,773,3.0,0.76
p0805,u905,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.69,11,14,0,379,967,0.45,0.05
p0806,u906,"Nobody respects you, just stop.",bullying,5,-0.84,6,2,3,89,315,2.85,0.87
p0807,u907,"Great job on your project, well done!",non-bullying,7,0.89,6,14,0,64,470,2.81,0.23
p0808,u908,You're nothing but a failure.,bullying,5,-0.9,3,2,4,210,395,4.97,0.91
p0809,u909,"Great job on your project, well done!",non-bullying,7,0.77,15,10,0,215,110,3.25,0.15
p0810,u910,"You’re such a loser, nobody likes you.",bullying,7,-0.67,9,2,3,188,435,4.18,0.72
p0811,u911,Congrats on your success! Keep shining.,non-bullying,6,0.77,10,6,0,488,701,2.18,0.19
p0812,u912,You're ugly and worthless.,bullying,4,-0.51,8,1,3,226,533,3.63,0.75
p0813,u913,"That was an amazing performance, bravo!",non-bullying,6,0.97,25,17,0,259,131,2.65,0.24
p0814,u914,"You’re such a loser, nobody likes you.",bullying,7,-0.87,6,2,1,65,468,0.89,0.75
p0815,u915,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.58,54,16,0,431,764,2.07,0.24
p0816,u916,Why are you always so dumb?,bullying,6,-0.89,5,1,1,114,110,1.11,0.91
p0817,u917,You are really talented and hardworking.,non-bullying,6,0.59,32,2,0,239,891,1.13,0.22
p0818,u918,"Pathetic, you should just quit.",bullying,5,-0.63,7,1,3,257,300,1.2,0.93
p0819,u919,You are really talented and hardworking.,non-bullying,6,0.68,45,16,0,67,312,2.86,0.17
p0820,u920,You're nothing but a failure.,bullying,5,-0.53,8,2,2,269,27,2.67,0.94
p0821,u921,"Nice work team, proud of you!",non-bullying,6,0.9,7,0,0,369,947,2.97,0.01
p0822,u922,Nobody wants to be around you.,bullying,6,-0.5,6,0,2,219,238,3.15,0.92
p0823,u923,Congrats on your success! Keep shining.,non-bullying,6,0.94,3,6,0,329,21,3.26,0.1
p0824,u924,"You’re such a loser, nobody likes you.",bullying,7,-0.79,4,0,3,331,452,0.17,0.92
p0825,u925,You are really talented and hardworking.,non-bullying,6,0.8,89,3,0,442,220,2.05,0.21
p0826,u926,"You're annoying, everyone hates you.",bullying,5,-0.61,0,1,4,475,825,0.45,0.88
p0827,u927,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.99,88,8,0,423,700,3.98,0.19
p0828,u928,"Pathetic, you should just quit.",bullying,5,-0.77,8,2,2,419,389,1.62,0.89
p0829,u929,"Great job on your project, well done!",non-bullying,7,0.48,79,5,0,458,633,1.25,0.27
p0830,u930,"Pathetic, you should just quit.",bullying,5,-0.82,10,2,3,270,431,4.04,0.84
p0831,u931,Your positivity inspires everyone around you.,non-bullying,6,0.77,38,8,0,83,114,1.84,0.03
p0832,u932,You're ugly and worthless.,bullying,4,-0.7,2,2,5,262,411,3.77,0.97
p0833,u933,"Great job on your project, well done!",non-bullying,7,1.0,67,5,0,256,539,0.84,0.19
p0834,u934,"You're annoying, everyone hates you.",bullying,5,-0.75,8,0,5,355,262,3.52,0.94
p0835,u935,You are really talented and hardworking.,non-bullying,6,0.95,32,7,0,62,129,3.77,0.06
p0836,u936,Nobody wants to be around you.,bullying,6,-0.66,6,0,5,495,782,4.87,0.88
p0837,u937,Your positivity inspires everyone around you.,non-bullying,6,0.67,96,0,0,197,238,2.46,0.29
p0838,u938,"Nobody respects you, just stop.",bullying,5,-0.58,0,1,5,265,637,3.72,0.8
p0839,u939,Congrats on your success! Keep shining.,non-bullying,6,0.47,32,17,0,227,742,4.82,0.2
p0840,u940,"Nobody respects you, just stop.",bullying,5,-0.62,7,2,2,287,221,0.87,0.9
p0841,u941,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.99,87,0,0,360,308,0.85,0.12
p0842,u942,You're ugly and worthless.,bullying,4,-0.61,2,2,5,243,377,3.74,0.85
p0843,u943,Thanks for helping me yesterday!,non-bullying,5,0.82,74,12,0,359,267,4.48,0.14
p0844,u944,Why are you always so dumb?,bullying,6,-0.53,2,1,5,135,280,3.67,0.71
p0845,u945,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.86,29,1,0,271,92,1.59,0.06
p0846,u946,You're ugly and worthless.,bullying,4,-0.83,8,1,1,102,780,1.82,0.71
p0847,u947,"Great job on your project, well done!",non-bullying,7,0.89,49,3,0,179,871,1.0,0.06
p0848,u948,Why are you always so dumb?,bullying,6,-0.81,8,1,4,336,882,0.81,0.97
p0849,u949,"Great job on your project, well done!",non-bullying,7,0.71,97,3,0,81,451,2.64,0.3
p0850,u950,You're ugly and worthless.,bullying,4,-0.8,3,2,2,311,670,0.14,0.99
p0851,u951,"That was an amazing performance, bravo!",non-bullying,6,0.64,55,14,0,263,517,1.31,0.25
p0852,u952,Why are you always so dumb?,bullying,6,-0.66,8,0,5,373,772,3.69,0.82
p0853,u953,"Great job on your project, well done!",non-bullying,7,0.63,39,14,0,384,927,0.84,0.01
p0854,u954,"Pathetic, you should just quit.",bullying,5,-0.9,2,2,1,201,736,0.15,0.87
p0855,u955,Congrats on your success! Keep shining.,non-bullying,6,0.46,71,1,0,123,24,3.55,0.11
p0856,u956,"You’re a joke, nobody cares about you.",bullying,7,-0.87,2,2,2,447,923,2.73,0.92
p0857,u957,"Great job on your project, well done!",non-bullying,7,0.57,49,19,0,343,312,0.51,0.01
p0858,u958,Nobody wants to be around you.,bullying,6,-0.95,3,0,5,206,917,1.54,0.75
p0859,u959,Your positivity inspires everyone around you.,non-bullying,6,0.5,78,1,0,181,817,4.33,0.08
p0860,u960,Why are you always so dumb?,bullying,6,-0.76,5,0,1,171,150,0.72,0.73
p0861,u961,Wishing you all the best in your exams.,non-bullying,8,0.94,64,6,0,468,143,0.16,0.26
p0862,u962,You're ugly and worthless.,bullying,4,-0.9,5,2,5,411,276,3.25,0.82
p0863,u963,"That was an amazing performance, bravo!",non-bullying,6,0.79,89,11,0,500,452,3.02,0.14
p0864,u964,"You're annoying, everyone hates you.",bullying,5,-0.9,3,1,3,245,957,1.14,0.76
p0865,u965,Congrats on your success! Keep shining.,non-bullying,6,0.48,14,12,0,342,435,0.61,0.13
p0866,u966,You're nothing but a failure.,bullying,5,-0.75,8,1,2,300,223,3.95,0.82
p0867,u967,"That was an amazing performance, bravo!",non-bullying,6,0.73,82,5,0,254,250,2.36,0.23
p0868,u968,"You’re such a loser, nobody likes you.",bullying,7,-0.7,8,2,5,83,897,3.12,0.73
p0869,u969,"Keep going, you’re doing amazing!",non-bullying,5,0.96,79,2,0,266,456,2.0,0.07
p0870,u970,"Nobody respects you, just stop.",bullying,5,-0.74,6,1,5,250,539,3.96,0.8
p0871,u971,"Nice work team, proud of you!",non-bullying,6,0.76,25,14,0,75,435,3.61,0.03
p0872,u972,"You’re a joke, nobody cares about you.",bullying,7,-0.94,5,1,4,220,865,4.89,0.79
p0873,u973,"That was an amazing performance, bravo!",non-bullying,6,0.76,58,10,0,102,420,1.03,0.13
p0874,u974,Why are you always so dumb?,bullying,6,-0.65,6,0,3,299,286,0.86,0.77
p0875,u975,"That was an amazing performance, bravo!",non-bullying,6,0.55,1,12,0,249,372,1.8,0.11
p0876,u976,"Just disappear, nobody will miss you.",bullying,6,-0.63,9,0,1,96,672,4.44,0.75
p0877,u977,You are really talented and hardworking.,non-bullying,6,0.71,50,11,0,154,586,4.35,0.13
p0878,u978,Nobody wants to be around you.,bullying,6,-0.52,6,1,3,93,112,1.77,0.96
p0879,u979,"That was an amazing performance, bravo!",non-bullying,6,0.98,15,12,0,175,456,4.52,0.26
p0880,u980,"You're annoying, everyone hates you.",bullying,5,-0.53,5,1,1,322,261,0.64,0.77
p0881,u981,You are really talented and hardworking.,non-bullying,6,0.84,58,5,0,374,27,2.47,0.18
p0882,u982,Nobody wants to be around you.,bullying,6,-0.79,5,0,3,181,131,4.76,0.88
p0883,u983,"That was an amazing performance, bravo!",non-bullying,6,0.79,58,10,0,370,663,4.33,0.19
p0884,u984,Why are you always so dumb?,bullying,6,-0.84,10,1,1,248,71,3.95,0.95
p0885,u985,"Nice work team, proud of you!",non-bullying,6,0.84,94,7,0,263,981,1.3,0.18
p0886,u986,"Nobody respects you, just stop.",bullying,5,-0.83,8,1,5,344,41,0.4,0.8
p0887,u987,"Great job on your project, well done!",non-bullying,7,0.36,30,10,0,497,487,0.18,0.1
p0888,u988,"You’re a joke, nobody cares about you.",bullying,7,-0.67,5,2,4,116,823,1.12,0.83
p0889,u989,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.76,56,19,0,225,83,4.38,0.03
p0890,u990,"Pathetic, you should just quit.",bullying,5,-0.62,5,2,1,363,979,0.68,0.92
p0891,u991,Your positivity inspires everyone around you.,non-bullying,6,0.8,61,11,0,194,666,4.79,0.05
p0892,u992,Nobody wants to be around you.,bullying,6,-0.88,8,1,3,484,396,2.78,0.77
p0893,u993,Your positivity inspires everyone around you.,non-bullying,6,0.66,93,0,0,271,88,0.33,0.03
p0894,u994,You're ugly and worthless.,bullying,4,-0.77,2,0,5,100,758,3.87,0.99
p0895,u995,Your positivity inspires everyone around you.,non-bullying,6,0.5,46,9,0,270,974,4.7,0.03
p0896,u996,Nobody wants to be around you.,bullying,6,-0.68,8,0,2,318,439,3.25,0.89
p0897,u997,You are really talented and hardworking.,non-bullying,6,0.93,61,16,0,144,596,1.01,0.24
p0898,u998,Nobody wants to be around you.,bullying,6,-0.85,3,1,5,280,859,4.03,0.88
p0899,u999,Wishing you all the best in your exams.,non-bullying,8,0.61,87,15,0,491,81,0.71,0.21
p0900,u1000,Why are you always so dumb?,bullying,6,-0.89,10,2,5,446,586,2.51,0.92
p0901,u1001,Your positivity inspires everyone around you.,non-bullying,6,0.61,37,17,0,270,662,1.51,0.05
p0902,u1002,"You’re such a loser, nobody likes you.",bullying,7,-0.52,4,0,1,68,909,3.37,0.75
p0903,u1003,Wishing you all the best in your exams.,non-bullying,8,0.78,67,18,0,340,115,2.4,0.19
p0904,u1004,"You’re such a loser, nobody likes you.",bullying,7,-0.9,9,2,2,449,809,4.25,0.72
p0905,u1005,"That was an amazing performance, bravo!",non-bullying,6,0.96,56,5,0,318,664,3.73,0.27
p0906,u1006,"You’re a joke, nobody cares about you.",bullying,7,-0.58,2,2,3,438,392,3.66,0.82
p0907,u1007,Your positivity inspires everyone around you.,non-bullying,6,0.37,44,15,0,126,991,2.24,0.06
p0908,u1008,Why are you always so dumb?,bullying,6,-0.95,0,2,5,441,760,1.44,0.82
p0909,u1009,"Keep going, you’re doing amazing!",non-bullying,5,0.88,15,17,0,79,597,0.47,0.22
p0910,u1010,"You’re such a loser, nobody likes you.",bullying,7,-1.0,1,0,1,51,25,2.03,0.98
p0911,u1011,Congrats on your success! Keep shining.,non-bullying,6,0.95,82,13,0,250,800,3.58,0.09
p0912,u1012,Nobody wants to be around you.,bullying,6,-0.66,9,1,5,97,482,3.1,0.9
p0913,u1013,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.45,38,0,0,67,627,0.31,0.22
p0914,u1014,"You’re a joke, nobody cares about you.",bullying,7,-0.98,4,0,3,422,465,4.37,0.93
p0915,u1015,"Great job on your project, well done!",non-bullying,7,0.56,3,16,0,463,497,2.68,0.15
p0916,u1016,"Nobody respects you, just stop.",bullying,5,-0.51,2,2,5,445,197,0.49,0.75
p0917,u1017,"Keep going, you’re doing amazing!",non-bullying,5,0.56,53,2,0,206,278,3.28,0.09
p0918,u1018,Why are you always so dumb?,bullying,6,-0.6,6,0,4,322,443,2.03,0.73
p0919,u1019,"That was an amazing performance, bravo!",non-bullying,6,0.64,75,4,0,328,563,4.8,0.03
p0920,u1020,"Just disappear, nobody will miss you.",bullying,6,-0.8,4,1,4,292,735,1.69,0.71
p0921,u1021,"Keep going, you’re doing amazing!",non-bullying,5,0.45,40,10,0,410,658,4.64,0.1
p0922,u1022,You're nothing but a failure.,bullying,5,-0.9,6,2,3,196,729,0.84,0.93
p0923,u1023,"That was an amazing performance, bravo!",non-bullying,6,0.87,23,3,0,55,748,2.74,0.27
p0924,u1024,"You’re such a loser, nobody likes you.",bullying,7,-0.76,0,1,1,273,619,2.89,0.94
p0925,u1025,You are really talented and hardworking.,non-bullying,6,0.65,53,3,0,103,781,0.88,0.25
p0926,u1026,"You’re a joke, nobody cares about you.",bullying,7,-0.76,1,2,3,276,399,0.93,0.93
p0927,u1027,Congrats on your success! Keep shining.,non-bullying,6,0.96,54,20,0,329,807,2.45,0.28
p0928,u1028,Why are you always so dumb?,bullying,6,-0.6,4,0,2,385,527,3.87,0.71
p0929,u1029,Thanks for helping me yesterday!,non-bullying,5,0.71,78,12,0,194,271,1.49,0.29
p0930,u1030,"Just disappear, nobody will miss you.",bullying,6,-0.87,0,0,1,83,738,2.75,0.75
p0931,u1031,Wishing you all the best in your exams.,non-bullying,8,0.87,38,8,0,340,594,4.88,0.12
p0932,u1032,"You’re a joke, nobody cares about you.",bullying,7,-0.63,1,0,4,226,802,1.65,0.93
p0933,u1033,"Keep going, you’re doing amazing!",non-bullying,5,0.56,68,11,0,92,213,4.93,0.13
p0934,u1034,Why are you always so dumb?,bullying,6,-0.55,3,1,1,500,916,3.42,0.87
p0935,u1035,Wishing you all the best in your exams.,non-bullying,8,0.43,78,9,0,169,456,2.92,0.09
p0936,u1036,"You’re such a loser, nobody likes you.",bullying,7,-0.81,3,2,2,464,176,2.31,0.72
p0937,u1037,You are really talented and hardworking.,non-bullying,6,0.99,31,3,0,286,637,4.06,0.02
p0938,u1038,You're nothing but a failure.,bullying,5,-0.52,7,2,4,96,430,0.3,0.77
p0939,u1039,"Keep going, you’re doing amazing!",non-bullying,5,0.87,39,0,0,318,803,3.1,0.29
p0940,u1040,"Just disappear, nobody will miss you.",bullying,6,-0.83,6,0,3,253,203,1.98,0.87
p0941,u1041,You are really talented and hardworking.,non-bullying,6,0.43,19,9,0,492,803,0.97,0.11
p0942,u1042,You're nothing but a failure.,bullying,5,-0.86,3,2,4,425,27,1.74,0.78
p0943,u1043,"Nice work team, proud of you!",non-bullying,6,0.63,34,4,0,201,315,3.78,0.15
p0944,u1044,Why are you always so dumb?,bullying,6,-0.68,4,1,4,197,306,4.21,0.82
p0945,u1045,Congrats on your success! Keep shining.,non-bullying,6,0.53,14,2,0,275,617,4.78,0.23
p0946,u1046,"Just disappear, nobody will miss you.",bullying,6,-0.62,6,0,3,432,930,3.24,0.79
p0947,u1047,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.78,35,6,0,432,266,3.39,0.04
p0948,u1048,You're nothing but a failure.,bullying,5,-0.85,6,1,1,353,912,0.86,0.99
p0949,u1049,Wishing you all the best in your exams.,non-bullying,8,0.41,28,6,0,299,966,3.28,0.19
p0950,u1050,Nobody wants to be around you.,bullying,6,-0.88,4,0,2,281,985,2.45,0.98
p0951,u1051,Thanks for helping me yesterday!,non-bullying,5,0.34,64,0,0,249,524,0.37,0.29
p0952,u1052,You're nothing but a failure.,bullying,5,-0.95,10,1,2,401,221,0.84,0.73
p0953,u1053,Your positivity inspires everyone around you.,non-bullying,6,0.62,47,5,0,316,607,3.86,0.07
p0954,u1054,"You’re such a loser, nobody likes you.",bullying,7,-0.59,9,2,5,232,392,0.98,0.79
p0955,u1055,Your positivity inspires everyone around you.,non-bullying,6,0.5,70,1,0,341,154,4.54,0.28
p0956,u1056,"Pathetic, you should just quit.",bullying,5,-0.71,8,2,5,246,147,2.27,0.88
p0957,u1057,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.71,65,2,0,208,556,0.34,0.28
p0958,u1058,You're nothing but a failure.,bullying,5,-0.5,9,2,4,222,30,1.7,0.81
p0959,u1059,Thanks for helping me yesterday!,non-bullying,5,0.88,67,11,0,361,551,3.77,0.12
p0960,u1060,Nobody wants to be around you.,bullying,6,-0.92,4,2,4,112,593,2.15,0.9
p0961,u1061,You are really talented and hardworking.,non-bullying,6,0.32,48,6,0,428,237,4.77,0.25
p0962,u1062,"Just disappear, nobody will miss you.",bullying,6,-0.7,0,1,4,178,121,1.0,0.85
p0963,u1063,Thanks for helping me yesterday!,non-bullying,5,0.71,11,0,0,382,118,0.1,0.28
p0964,u1064,"You’re such a loser, nobody likes you.",bullying,7,-0.57,3,0,4,260,417,1.5,0.84
p0965,u1065,"Great job on your project, well done!",non-bullying,7,0.33,96,5,0,300,57,3.43,0.11
p0966,u1066,"Just disappear, nobody will miss you.",bullying,6,-0.94,3,1,4,410,739,3.7,0.78
p0967,u1067,Thanks for helping me yesterday!,non-bullying,5,0.79,42,17,0,120,459,0.5,0.15
p0968,u1068,"Just disappear, nobody will miss you.",bullying,6,-0.66,9,2,3,199,848,0.47,0.87
p0969,u1069,Your positivity inspires everyone around you.,non-bullying,6,0.75,52,16,0,280,432,0.75,0.13
p0970,u1070,You're nothing but a failure.,bullying,5,-0.65,6,2,3,86,178,3.01,0.73
p0971,u1071,Congrats on your success! Keep shining.,non-bullying,6,0.76,90,10,0,480,847,4.83,0.02
p0972,u1072,You're ugly and worthless.,bullying,4,-1.0,0,0,5,71,351,0.7,0.95
p0973,u1073,You are really talented and hardworking.,non-bullying,6,0.64,60,20,0,225,746,4.25,0.01
p0974,u1074,You're ugly and worthless.,bullying,4,-0.65,6,2,4,324,51,3.47,0.8
p0975,u1075,"Nice work team, proud of you!",non-bullying,6,0.72,88,10,0,376,125,0.24,0.18
p0976,u1076,"You're annoying, everyone hates you.",bullying,5,-0.76,0,0,5,428,931,1.18,0.88
p0977,u1077,"Happy birthday, hope you have a wonderful day!",non-bullying,8,0.85,48,20,0,313,578,3.03,0.27
p0978,u1078,"Just disappear, nobody will miss you.",bullying,6,-0.64,6,1,2,369,251,2.86,0.86
p0979,u1079,Congrats on your success! Keep shining.,non-bullying,6,0.95,54,16,0,168,168,1.89,0.06
p0980,u1080,You're ugly and worthless.,bullying,4,-0.9,2,1,1,496,137,0.84,0.77
p0981,u1081,"That was an amazing performance, bravo!",non-bullying,6,0.77,100,4,0,357,430,0.36,0.25
p0982,u1082,"You're annoying, everyone hates you.",bullying,5,-0.67,4,2,3,304,225,0.45,0.86
p0983,u1083,Thanks for helping me yesterday!,non-bullying,5,0.5,77,9,0,100,133,1.61,0.06
p0984,u1084,"Pathetic, you should just quit.",bullying,5,-0.73,2,2,4,401,569,4.73,0.89
p0985,u1085,Wishing you all the best in your exams.,non-bullying,8,0.89,91,7,0,421,704,2.67,0.28
p0986,u1086,"You're annoying, everyone hates you.",bullying,5,-0.63,10,0,3,361,630,3.48,0.74
p0987,u1087,Congrats on your success! Keep shining.,non-bullying,6,0.68,94,3,0,185,826,0.77,0.05
p0988,u1088,You're ugly and worthless.,bullying,4,-0.51,5,1,1,214,895,2.72,0.86
p0989,u1089,"Keep going, you’re doing amazing!",non-bullying,5,0.83,71,14,0,492,960,1.13,0.14
p0990,u1090,"You’re a joke, nobody cares about you.",bullying,7,-0.71,0,0,5,246,220,0.19,0.96
p0991,u1091,"That was an amazing performance, bravo!",non-bullying,6,0.68,72,0,0,96,640,3.95,0.29
p0992,u1092,Nobody wants to be around you.,bullying,6,-0.6,8,1,5,55,747,2.86,0.95
p0993,u1093,"Great job on your project, well done!",non-bullying,7,0.91,27,18,0,498,196,3.55,0.07
p0994,u1094,You're ugly and worthless.,bullying,4,-0.98,9,2,2,101,666,4.68,0.95
p0995,u1095,Wishing you all the best in your exams.,non-bullying,8,0.34,60,4,0,306,181,1.13,0.27
p0996,u1096,"You’re such a loser, nobody likes you.",bullying,7,-0.78,3,1,1,384,590,4.13,0.8
p0997,u1097,"Nice work team, proud of you!",non-bullying,6,0.7,61,12,0,280,969,2.72,0.23
p0998,u1098,Why are you always so dumb?,bullying,6,-0.76,4,1,5,245,518,4.15,0.99
p0999,u1099,Wishing you all the best in your exams.,non-bullying,8,0.65,32,10,0,346,685,2.03,0.14
p1000,u1100,Why are you always so dumb?,bullying,6,-0.8,0,1,3,247,477,3.8,0.83
